"No.","Time","Source","Destination","Protocol","Length","Info"
"99","0.050114","","","CAN","40","ID: 380 (0x17c), Length: 8"
"100","0.050116","","","CAN","40","ID: 398 (0x18e), Length: 3"
"101","0.050117","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"102","0.050119","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"103","0.051746","","","CAN","40","ID: 387 (0x183), Length: 8"
"104","0.051753","","","CAN","40","ID: 323 (0x143), Length: 4"
"105","0.051754","","","CAN","40","ID: 57 (0x039), Length: 2"
"106","0.053137","","","CAN","40","ID: 819 (0x333), Length: 7"
"107","0.054575","","","CAN","40","ID: 149 (0x095), Length: 8"
"108","0.054582","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"109","0.054584","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"110","0.054585","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"111","0.054587","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"112","0.055938","","","CAN","40","ID: 358 (0x166), Length: 4"
"113","0.056658","","","CAN","40","ID: 589 (0x24d), Length: 5"
"114","0.057315","","","CAN","40","ID: 344 (0x158), Length: 8"
"115","0.057320","","","CAN","40","ID: 353 (0x161), Length: 8"
"116","0.058774","","","CAN","40","ID: 401 (0x191), Length: 7"
"117","0.058779","","","CAN","40","ID: 307 (0x133), Length: 5"
"118","0.058781","","","CAN","40","ID: 310 (0x136), Length: 8"
"119","0.058783","","","CAN","40","ID: 314 (0x13a), Length: 8"
"120","0.058784","","","CAN","40","ID: 319 (0x13f), Length: 8"
"121","0.060164","","","CAN","40","ID: 356 (0x164), Length: 8"
"122","0.060172","","","CAN","40","ID: 380 (0x17c), Length: 8"
"123","0.060174","","","CAN","40","ID: 398 (0x18e), Length: 3"
"124","0.061608","","","CAN","40","ID: 387 (0x183), Length: 8"
"125","0.061613","","","CAN","40","ID: 323 (0x143), Length: 4"
"126","0.064446","","","CAN","40","ID: 149 (0x095), Length: 8"
"127","0.067261","","","CAN","40","ID: 358 (0x166), Length: 4"
"128","0.067269","","","CAN","40","ID: 344 (0x158), Length: 8"
"129","0.068015","","","CAN","40","ID: 589 (0x24d), Length: 5"
"130","0.068703","","","CAN","40","ID: 353 (0x161), Length: 8"
"131","0.068708","","","CAN","40","ID: 401 (0x191), Length: 7"
"132","0.068710","","","CAN","40","ID: 307 (0x133), Length: 5"
"133","0.068711","","","CAN","40","ID: 310 (0x136), Length: 8"
"134","0.068713","","","CAN","40","ID: 314 (0x13a), Length: 8"
"135","0.068714","","","CAN","40","ID: 319 (0x13f), Length: 8"
"136","0.070093","","","CAN","40","ID: 356 (0x164), Length: 8"
"137","0.070098","","","CAN","40","ID: 380 (0x17c), Length: 8"
"138","0.070099","","","CAN","40","ID: 398 (0x18e), Length: 3"
"139","0.070101","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"140","0.070102","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"141","0.070104","","","CAN","40","ID: 800 (0x320), Length: 3"
"142","0.070105","","","CAN","40","ID: 804 (0x324), Length: 8"
"143","0.071535","","","CAN","40","ID: 892 (0x37c), Length: 8"
"144","0.071539","","","CAN","40","ID: 387 (0x183), Length: 8"
"145","0.071541","","","CAN","40","ID: 1036 (0x40c), Length: 8"
"146","0.071542","","","CAN","40","ID: 1108 (0x454), Length: 3"
"147","0.071544","","","CAN","40","ID: 323 (0x143), Length: 4"
"148","0.074407","","","CAN","40","ID: 149 (0x095), Length: 8"
"149","0.074413","","","CAN","40","ID: 57 (0x039), Length: 2"
"150","0.074415","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"151","0.074417","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"152","0.074418","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"153","0.075793","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"154","0.077202","","","CAN","40","ID: 358 (0x166), Length: 4"
"155","0.077210","","","CAN","40","ID: 344 (0x158), Length: 8"
"156","0.079031","","","CAN","40","ID: 589 (0x24d), Length: 5"
"157","0.079079","","","CAN","40","ID: 353 (0x161), Length: 8"
"158","0.079083","","","CAN","40","ID: 401 (0x191), Length: 7"
"159","0.079085","","","CAN","40","ID: 307 (0x133), Length: 5"
"160","0.079087","","","CAN","40","ID: 310 (0x136), Length: 8"
"161","0.079088","","","CAN","40","ID: 314 (0x13a), Length: 8"
"162","0.079090","","","CAN","40","ID: 319 (0x13f), Length: 8"
"163","0.079091","","","CAN","40","ID: 356 (0x164), Length: 8"
"164","0.079093","","","CAN","40","ID: 380 (0x17c), Length: 8"
"165","0.080329","","","CAN","40","ID: 398 (0x18e), Length: 3"
"166","0.080334","","","CAN","40","ID: 660 (0x294), Length: 8"
"167","0.080336","","","CAN","40","ID: 542 (0x21e), Length: 7"
"168","0.081501","","","CAN","40","ID: 387 (0x183), Length: 8"
"169","0.081506","","","CAN","40","ID: 323 (0x143), Length: 4"
"170","0.084641","","","CAN","40","ID: 149 (0x095), Length: 8"
"171","0.086039","","","CAN","40","ID: 358 (0x166), Length: 4"
"172","0.087420","","","CAN","40","ID: 344 (0x158), Length: 8"
"173","0.087426","","","CAN","40","ID: 353 (0x161), Length: 8"
"174","0.088838","","","CAN","40","ID: 401 (0x191), Length: 7"
"175","0.088844","","","CAN","40","ID: 356 (0x164), Length: 8"
"176","0.088846","","","CAN","40","ID: 307 (0x133), Length: 5"
"177","0.088847","","","CAN","40","ID: 310 (0x136), Length: 8"
"178","0.088849","","","CAN","40","ID: 314 (0x13a), Length: 8"
"179","0.088850","","","CAN","40","ID: 319 (0x13f), Length: 8"
"180","0.090285","","","CAN","40","ID: 380 (0x17c), Length: 8"
"181","0.090291","","","CAN","40","ID: 398 (0x18e), Length: 3"
"182","0.090292","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"183","0.090294","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"184","0.090295","","","CAN","40","ID: 387 (0x183), Length: 8"
"185","0.091671","","","CAN","40","ID: 323 (0x143), Length: 4"
"186","0.093854","","","CAN","40","ID: 149 (0x095), Length: 8"
"187","0.093864","","","CAN","40","ID: 57 (0x039), Length: 2"
"188","0.093866","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"189","0.095314","","","CAN","40","ID: 589 (0x24d), Length: 5"
"190","0.095362","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"191","0.095366","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"192","0.095368","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"193","0.096748","","","CAN","40","ID: 358 (0x166), Length: 4"
"194","0.098400","","","CAN","40","ID: 344 (0x158), Length: 8"
"195","0.098406","","","CAN","40","ID: 353 (0x161), Length: 8"
"196","0.098408","","","CAN","40","ID: 401 (0x191), Length: 7"
"197","0.098410","","","CAN","40","ID: 307 (0x133), Length: 5"
"198","0.098412","","","CAN","40","ID: 310 (0x136), Length: 8"
"199","0.098413","","","CAN","40","ID: 314 (0x13a), Length: 8"
"200","0.100037","","","CAN","40","ID: 319 (0x13f), Length: 8"
"201","0.100043","","","CAN","40","ID: 356 (0x164), Length: 8"
"202","0.100045","","","CAN","40","ID: 380 (0x17c), Length: 8"
"203","0.100047","","","CAN","40","ID: 398 (0x18e), Length: 3"
"204","0.100048","","","CAN","40","ID: 777 (0x309), Length: 8"
"205","0.100050","","","CAN","40","ID: 1064 (0x428), Length: 7"
"206","0.100052","","","CAN","40","ID: 1029 (0x405), Length: 8"
"207","0.101398","","","CAN","40","ID: 387 (0x183), Length: 8"
"208","0.101404","","","CAN","40","ID: 323 (0x143), Length: 4"
"209","0.104196","","","CAN","40","ID: 149 (0x095), Length: 8"
"210","0.106217","","","CAN","40","ID: 589 (0x24d), Length: 5"
"211","0.106816","","","CAN","40","ID: 358 (0x166), Length: 4"
"212","0.106822","","","CAN","40","ID: 773 (0x305), Length: 2"
"213","0.108437","","","CAN","40","ID: 344 (0x158), Length: 8"
"214","0.108443","","","CAN","40","ID: 353 (0x161), Length: 8"
"215","0.108445","","","CAN","40","ID: 401 (0x191), Length: 7"
"216","0.108446","","","CAN","40","ID: 356 (0x164), Length: 8"
"217","0.108448","","","CAN","40","ID: 307 (0x133), Length: 5"
"218","0.108449","","","CAN","40","ID: 310 (0x136), Length: 8"
"219","0.108451","","","CAN","40","ID: 314 (0x13a), Length: 8"
"220","0.109856","","","CAN","40","ID: 319 (0x13f), Length: 8"
"221","0.109860","","","CAN","40","ID: 380 (0x17c), Length: 8"
"222","0.109862","","","CAN","40","ID: 398 (0x18e), Length: 3"
"223","0.109863","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"224","0.109865","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"225","0.111291","","","CAN","40","ID: 387 (0x183), Length: 8"
"226","0.111298","","","CAN","40","ID: 323 (0x143), Length: 4"
"227","0.114259","","","CAN","40","ID: 149 (0x095), Length: 8"
"228","0.114265","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"229","0.114267","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"230","0.115572","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"231","0.115578","","","CAN","40","ID: 57 (0x039), Length: 2"
"232","0.115580","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"233","0.117105","","","CAN","40","ID: 589 (0x24d), Length: 5"
"234","0.117120","","","CAN","40","ID: 358 (0x166), Length: 4"
"235","0.117124","","","CAN","40","ID: 344 (0x158), Length: 8"
"236","0.118382","","","CAN","40","ID: 353 (0x161), Length: 8"
"237","0.118389","","","CAN","40","ID: 401 (0x191), Length: 7"
"238","0.118390","","","CAN","40","ID: 307 (0x133), Length: 5"
"239","0.118392","","","CAN","40","ID: 310 (0x136), Length: 8"
"240","0.118393","","","CAN","40","ID: 314 (0x13a), Length: 8"
"241","0.119907","","","CAN","40","ID: 319 (0x13f), Length: 8"
"242","0.119913","","","CAN","40","ID: 356 (0x164), Length: 8"
"243","0.119915","","","CAN","40","ID: 380 (0x17c), Length: 8"
"244","0.119916","","","CAN","40","ID: 398 (0x18e), Length: 3"
"245","0.119918","","","CAN","40","ID: 660 (0x294), Length: 8"
"246","0.119919","","","CAN","40","ID: 542 (0x21e), Length: 7"
"247","0.121341","","","CAN","40","ID: 387 (0x183), Length: 8"
"248","0.121348","","","CAN","40","ID: 323 (0x143), Length: 4"
"249","0.124169","","","CAN","40","ID: 149 (0x095), Length: 8"
"250","0.127070","","","CAN","40","ID: 358 (0x166), Length: 4"
"251","0.127077","","","CAN","40","ID: 344 (0x158), Length: 8"
"252","0.128720","","","CAN","40","ID: 353 (0x161), Length: 8"
"253","0.128726","","","CAN","40","ID: 401 (0x191), Length: 7"
"254","0.128728","","","CAN","40","ID: 356 (0x164), Length: 8"
"255","0.128730","","","CAN","40","ID: 307 (0x133), Length: 5"
"256","0.128732","","","CAN","40","ID: 310 (0x136), Length: 8"
"257","0.128733","","","CAN","40","ID: 314 (0x13a), Length: 8"
"258","0.128734","","","CAN","40","ID: 57 (0x039), Length: 2"
"259","0.130034","","","CAN","40","ID: 319 (0x13f), Length: 8"
"260","0.130040","","","CAN","40","ID: 380 (0x17c), Length: 8"
"261","0.130042","","","CAN","40","ID: 398 (0x18e), Length: 3"
"262","0.130044","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"263","0.130045","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"264","0.131485","","","CAN","40","ID: 387 (0x183), Length: 8"
"265","0.131491","","","CAN","40","ID: 323 (0x143), Length: 4"
"266","0.133653","","","CAN","40","ID: 589 (0x24d), Length: 5"
"267","0.134298","","","CAN","40","ID: 149 (0x095), Length: 8"
"268","0.134304","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"269","0.134306","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"270","0.134308","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"271","0.135806","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"272","0.137135","","","CAN","40","ID: 358 (0x166), Length: 4"
"273","0.137141","","","CAN","40","ID: 344 (0x158), Length: 8"
"274","0.138538","","","CAN","40","ID: 353 (0x161), Length: 8"
"275","0.138544","","","CAN","40","ID: 401 (0x191), Length: 7"
"276","0.138546","","","CAN","40","ID: 307 (0x133), Length: 5"
"277","0.138547","","","CAN","40","ID: 310 (0x136), Length: 8"
"278","0.138549","","","CAN","40","ID: 314 (0x13a), Length: 8"
"279","0.138550","","","CAN","40","ID: 319 (0x13f), Length: 8"
"280","0.139788","","","CAN","40","ID: 356 (0x164), Length: 8"
"281","0.139794","","","CAN","40","ID: 380 (0x17c), Length: 8"
"282","0.139796","","","CAN","40","ID: 398 (0x18e), Length: 3"
"283","0.141375","","","CAN","40","ID: 387 (0x183), Length: 8"
"284","0.141380","","","CAN","40","ID: 323 (0x143), Length: 4"
"285","0.142791","","","CAN","40","ID: 57 (0x039), Length: 2"
"286","0.144451","","","CAN","40","ID: 149 (0x095), Length: 8"
"287","0.144492","","","CAN","40","ID: 589 (0x24d), Length: 5"
"288","0.145961","","","CAN","40","ID: 358 (0x166), Length: 4"
"289","0.147406","","","CAN","40","ID: 344 (0x158), Length: 8"
"290","0.147412","","","CAN","40","ID: 353 (0x161), Length: 8"
"291","0.148812","","","CAN","40","ID: 401 (0x191), Length: 7"
"292","0.148819","","","CAN","40","ID: 356 (0x164), Length: 8"
"293","0.148821","","","CAN","40","ID: 307 (0x133), Length: 5"
"294","0.148822","","","CAN","40","ID: 310 (0x136), Length: 8"
"295","0.148824","","","CAN","40","ID: 314 (0x13a), Length: 8"
"296","0.148825","","","CAN","40","ID: 319 (0x13f), Length: 8"
"297","0.150155","","","CAN","40","ID: 380 (0x17c), Length: 8"
"298","0.150162","","","CAN","40","ID: 398 (0x18e), Length: 3"
"299","0.150164","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"300","0.150165","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"301","0.150167","","","CAN","40","ID: 387 (0x183), Length: 8"
"302","0.151574","","","CAN","40","ID: 323 (0x143), Length: 4"
"303","0.153079","","","CAN","40","ID: 819 (0x333), Length: 7"
"304","0.154375","","","CAN","40","ID: 149 (0x095), Length: 8"
"305","0.154381","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"306","0.154383","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"307","0.154385","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"308","0.155269","","","CAN","40","ID: 589 (0x24d), Length: 5"
"309","0.155877","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"310","0.155882","","","CAN","40","ID: 57 (0x039), Length: 2"
"311","0.155884","","","CAN","40","ID: 358 (0x166), Length: 4"
"312","0.157212","","","CAN","40","ID: 344 (0x158), Length: 8"
"313","0.158626","","","CAN","40","ID: 353 (0x161), Length: 8"
"314","0.158631","","","CAN","40","ID: 401 (0x191), Length: 7"
"315","0.158633","","","CAN","40","ID: 307 (0x133), Length: 5"
"316","0.158634","","","CAN","40","ID: 310 (0x136), Length: 8"
"317","0.158636","","","CAN","40","ID: 314 (0x13a), Length: 8"
"318","0.158637","","","CAN","40","ID: 319 (0x13f), Length: 8"
"319","0.160232","","","CAN","40","ID: 356 (0x164), Length: 8"
"320","0.160238","","","CAN","40","ID: 380 (0x17c), Length: 8"
"321","0.160240","","","CAN","40","ID: 398 (0x18e), Length: 3"
"322","0.160241","","","CAN","40","ID: 660 (0x294), Length: 8"
"323","0.160243","","","CAN","40","ID: 542 (0x21e), Length: 7"
"324","0.161638","","","CAN","40","ID: 387 (0x183), Length: 8"
"325","0.161644","","","CAN","40","ID: 323 (0x143), Length: 4"
"326","0.164402","","","CAN","40","ID: 149 (0x095), Length: 8"
"327","0.165815","","","CAN","40","ID: 358 (0x166), Length: 4"
"328","0.167208","","","CAN","40","ID: 344 (0x158), Length: 8"
"329","0.168662","","","CAN","40","ID: 353 (0x161), Length: 8"
"330","0.168670","","","CAN","40","ID: 401 (0x191), Length: 7"
"331","0.168672","","","CAN","40","ID: 356 (0x164), Length: 8"
"332","0.168673","","","CAN","40","ID: 307 (0x133), Length: 5"
"333","0.168675","","","CAN","40","ID: 310 (0x136), Length: 8"
"334","0.168676","","","CAN","40","ID: 314 (0x13a), Length: 8"
"335","0.170114","","","CAN","40","ID: 319 (0x13f), Length: 8"
"336","0.170121","","","CAN","40","ID: 380 (0x17c), Length: 8"
"337","0.170122","","","CAN","40","ID: 398 (0x18e), Length: 3"
"338","0.170124","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"339","0.170126","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"340","0.170127","","","CAN","40","ID: 800 (0x320), Length: 3"
"341","0.170129","","","CAN","40","ID: 804 (0x324), Length: 8"
"342","0.171536","","","CAN","40","ID: 589 (0x24d), Length: 5"
"343","0.171545","","","CAN","40","ID: 892 (0x37c), Length: 8"
"344","0.171549","","","CAN","40","ID: 387 (0x183), Length: 8"
"345","0.171551","","","CAN","40","ID: 323 (0x143), Length: 4"
"346","0.174235","","","CAN","40","ID: 149 (0x095), Length: 8"
"347","0.174241","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"348","0.174243","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"349","0.175775","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"350","0.175781","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"351","0.175782","","","CAN","40","ID: 57 (0x039), Length: 2"
"352","0.177370","","","CAN","40","ID: 358 (0x166), Length: 4"
"353","0.177376","","","CAN","40","ID: 344 (0x158), Length: 8"
"354","0.177378","","","CAN","40","ID: 353 (0x161), Length: 8"
"355","0.178718","","","CAN","40","ID: 401 (0x191), Length: 7"
"356","0.178725","","","CAN","40","ID: 307 (0x133), Length: 5"
"357","0.178727","","","CAN","40","ID: 310 (0x136), Length: 8"
"358","0.178728","","","CAN","40","ID: 314 (0x13a), Length: 8"
"359","0.178730","","","CAN","40","ID: 319 (0x13f), Length: 8"
"360","0.180138","","","CAN","40","ID: 356 (0x164), Length: 8"
"361","0.180144","","","CAN","40","ID: 380 (0x17c), Length: 8"
"362","0.180146","","","CAN","40","ID: 398 (0x18e), Length: 3"
"363","0.181460","","","CAN","40","ID: 387 (0x183), Length: 8"
"364","0.181467","","","CAN","40","ID: 323 (0x143), Length: 4"
"365","0.182984","","","CAN","40","ID: 589 (0x24d), Length: 5"
"366","0.184393","","","CAN","40","ID: 149 (0x095), Length: 8"
"367","0.185811","","","CAN","40","ID: 358 (0x166), Length: 4"
"368","0.187232","","","CAN","40","ID: 57 (0x039), Length: 2"
"369","0.187239","","","CAN","40","ID: 344 (0x158), Length: 8"
"370","0.188576","","","CAN","40","ID: 353 (0x161), Length: 8"
"371","0.188582","","","CAN","40","ID: 401 (0x191), Length: 7"
"372","0.188583","","","CAN","40","ID: 356 (0x164), Length: 8"
"373","0.188585","","","CAN","40","ID: 307 (0x133), Length: 5"
"374","0.188587","","","CAN","40","ID: 310 (0x136), Length: 8"
"375","0.188588","","","CAN","40","ID: 314 (0x13a), Length: 8"
"376","0.189961","","","CAN","40","ID: 319 (0x13f), Length: 8"
"377","0.189967","","","CAN","40","ID: 380 (0x17c), Length: 8"
"378","0.189968","","","CAN","40","ID: 398 (0x18e), Length: 3"
"379","0.189970","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"380","0.189971","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"381","0.191379","","","CAN","40","ID: 387 (0x183), Length: 8"
"382","0.191383","","","CAN","40","ID: 323 (0x143), Length: 4"
"383","0.194243","","","CAN","40","ID: 589 (0x24d), Length: 5"
"384","0.194252","","","CAN","40","ID: 149 (0x095), Length: 8"
"385","0.194256","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"386","0.194258","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"387","0.195741","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"388","0.195748","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"389","0.197164","","","CAN","40","ID: 358 (0x166), Length: 4"
"390","0.197171","","","CAN","40","ID: 344 (0x158), Length: 8"
"391","0.198583","","","CAN","40","ID: 353 (0x161), Length: 8"
"392","0.198589","","","CAN","40","ID: 401 (0x191), Length: 7"
"393","0.198591","","","CAN","40","ID: 307 (0x133), Length: 5"
"394","0.198592","","","CAN","40","ID: 310 (0x136), Length: 8"
"395","0.198594","","","CAN","40","ID: 314 (0x13a), Length: 8"
"396","0.198595","","","CAN","40","ID: 319 (0x13f), Length: 8"
"397","0.199919","","","CAN","40","ID: 356 (0x164), Length: 8"
"398","0.199925","","","CAN","40","ID: 380 (0x17c), Length: 8"
"399","0.199927","","","CAN","40","ID: 398 (0x18e), Length: 3"
"400","0.199929","","","CAN","40","ID: 660 (0x294), Length: 8"
"401","0.199930","","","CAN","40","ID: 542 (0x21e), Length: 7"
"402","0.201452","","","CAN","40","ID: 777 (0x309), Length: 8"
"403","0.201459","","","CAN","40","ID: 57 (0x039), Length: 2"
